Production_budget,Worldwide_gross
63000000.00,25052000.00
6000000.00,25059640.00
35000000.00,25078937.00
35000000.00,25114901.00
11000000.00,25116103.00
14000000.00,25187026.00
30000000.00,25199891.00
6000000.00,25245925.00
40000000.00,25268680.00
7000000.00,25269040.00
11000000.00,25307405.00
4500000.00,25344490.00
35000000.00,25350747.00
67000000.00,25357771.00
10000000.00,25358996.00
20000000.00,25361206.00
37000000.00,25387091.00
7300000.00,25397187.00
50000000.00,25426861.00
4000000.00,25448707.00
14500000.00,25480031.00
1800000.00,25504513.00
5000000.00,25529498.00
7000000.00,25532388.00
2500000.00,25533818.00
40000.00,25572.00
14000000.00,25608779.00
8000000.00,25621449.00
8300000.00,25670174.00
10000000.00,25697647.00
18000000.00,25727044.00
25000000.00,25732334.00
20000000.00,25732986.00
425000.00,25733825.00
22000000.00,25842377.00
70000000.00,25852508.00
5000000.00,25861249.00
22000000.00,25873142.00
14000000.00,25873145.00
1800000.00,25884654.00
29000000.00,25899797.00
5000000.00,25913869.00
48000000.00,25928721.00
2900000.00,25935.00
18000000.00,25941437.00
20000000.00,25943792.00
30000000.00,25947983.00
99000000.00,250091610.00
80000000.00,250180384.00
185000000.00,250372367.00
85000000.00,250649836.00
70000000.00,250700000.00
65000000.00,250800000.00
130000000.00,251499665.00
60000000.00,252091016.00
35000000.00,252276928.00
3000000.00,252726.00
5000000.00,252778057.00
110000000.00,252994560.00
60000000.00,253555383.00
500000.00,254293.00
11800000.00,254737428.00
1200000.00,255000.00
65000000.00,255000000.00
10000000.00,255490178.00
20000000.00,256169079.00
180000000.00,256585882.00
6500000.00,256862920.00
71682975.00,257641634.00
50000000.00,257805243.00
40000000.00,257858943.00
50000000.00,257972745.00
31000000.00,258210860.00
117000000.00,258751370.00
55000000.00,258787216.00
185000000.00,259349919.00
90000000.00,259736090.00
12000000.00,26001741.00
6000000.00,26007.00
5000000.00,26020744.00
40000000.00,26033563.00
6000000.00,26051619.00
18900000.00,26063572.00
50000000.00,26097497.00
50000000.00,26121638.00
20000000.00,26146072.00
15000000.00,26170402.00
30000000.00,26184400.00
50000000.00,26199517.00
10000000.00,26293486.00
20000000.00,26308749.00
8000000.00,26317849.00
30000000.00,26323969.00
20000000.00,26348203.00
50000000.00,26387039.00
18000000.00,26400000.00
5000000.00,26517819.00
7000000.00,26533200.00
29000000.00,26554795.00
13000000.00,26570048.00
140000.00,26572439.00
1200000.00,26608.00
35000000.00,26613620.00
65000000.00,26670920.00
60000000.00,26673242.00
80000000.00,26703184.00
30000000.00,26708196.00
10000000.00,26716191.00
12500000.00,26735797.00
40000000.00,26736665.00
20000000.00,26792700.00
39000000.00,26796824.00
1000000.00,26822.00
18000000.00,26828365.00
5000000.00,26853810.00
1000000.00,26887177.00
17000000.00,26918576.00
52000000.00,26922492.00
18000000.00,26936265.00
27500000.00,26939925.00
2800000.00,26952508.00
225000000.00,260002115.00
80000000.00,260700012.00
3500000.00,261249383.00
10600000.00,261364.00
65000000.00,261400000.00
18000000.00,261443242.00
65000000.00,262758310.00
100000000.00,262794441.00
30000000.00,263502914.00
2900000.00,263591415.00
110000000.00,263880341.00
50000000.00,263894551.00
95000000.00,263898761.00
60000000.00,264118201.00
175000000.00,264246220.00
137500000.00,265573859.00
61000000.00,265878536.00
80000000.00,266685242.00
80000000.00,266824291.00
14000000.00,266967.00
6000000.00,267194.00
70000000.00,267200000.00
37000000.00,267816276.00
4000000.00,267972.00
100000000.00,267985456.00
858000.00,268000000.00
82000000.00,268268174.00
140000000.00,268314513.00
7000000.00,268500000.00
105000000.00,269065678.00
145000000.00,269806430.00
40000000.00,27000381.00
1200000.00,27025600.00
40000000.00,27053815.00
13000000.00,27066941.00
4500000.00,27092880.00
50000000.00,27100030.00
35000000.00,27107960.00
18000000.00,27147349.00
30000000.00,27147991.00
18000000.00,27148898.00
13000000.00,27151490.00
27500000.00,27187653.00
22000000.00,27238354.00
27000000.00,27257061.00
10000000.00,27317872.00
5000000.00,27342246.00
32000000.00,27392609.00
45000000.00,27447471.00
14000000.00,27450453.00
15000000.00,27469621.00
18000000.00,27491653.00
40000000.00,27506412.00
1100000.00,27561.00
25000000.00,27572844.00
38000000.00,27573078.00
33000000.00,27610873.00
40000000.00,27682712.00
20000000.00,27688744.00
3500000.00,27704111.00
15000000.00,27709625.00
12000000.00,27722446.00
3500000.00,27731527.00
24000000.00,27732366.00
4000000.00,27786849.00
3000000.00,27788649.00
18000000.00,27794339.00
35000000.00,27805632.00
20000000.00,27836366.00
22000000.00,27882226.00
20000000.00,27911453.00
3500000.00,27936778.00
6000000.00,27958191.00
13000000.00,27979399.00
42000000.00,270340892.00
18000000.00,270944428.00
105000000.00,270997378.00
500000.00,271736.00
75000000.00,272223430.00
19000000.00,273079182.00
130000000.00,273271982.00
94000000.00,273330185.00
65000000.00,273346281.00
90000000.00,273477501.00
50000000.00,273552592.00
55000000.00,273814019.00
14000000.00,274299.00
78000000.00,274392649.00
11000000.00,274392880.00
25000000.00,274543085.00
20000000.00,275726716.00
85000000.00,276014965.00
84000000.00,276294164.00
20000000.00,276665036.00
170000000.00,276928112.00
19000000.00,277200000.00
40000.00,277233.00
20000000.00,277943.00
100000000.00,278731369.00
5000000.00,278964806.00
26000000.00,279500000.00
25000000.00,28012862.00
20000000.00,28058652.00
7000000.00,28142379.00
45000000.00,28162971.00
650000.00,28176.00
5000000.00,28200000.00
55000000.00,28231444.00
20000000.00,28270399.00
25000000.00,28287489.00
59000000.00,28296983.00
8000000.00,28315272.00
1900000.00,28316211.00
3900000.00,28350000.00
1350000.00,28356188.00
6500000.00,28383441.00
35000000.00,28391473.00
25000000.00,28417060.00
29000000.00,28452945.00
5500000.00,28468.00
30000000.00,28542494.00
40000000.00,28544120.00
25100000.00,28575778.00
10000000.00,28649556.00
26000000.00,28703083.00
10000000.00,28717667.00
35000000.00,28720470.00
16000000.00,28734552.00
20000000.00,28762690.00
9000000.00,28773637.00
27000000.00,28773827.00
40000000.00,28804426.00
2000000.00,28864.00
24000000.00,28871190.00
8000000.00,28876702.00
35000000.00,28906817.00
12000000.00,28915761.00
50000000.00,28920188.00
13000000.00,28972187.00
30000000.00,28986358.00
125000000.00,280355920.00
500000.00,280967.00
4500000.00,281447.00
25000000.00,281527158.00
55000000.00,282300000.00
5000000.00,282687.00
263700000.00,282778100.00
30000000.00,283200000.00
40000000.00,283218368.00
250000.00,284174.00
140000000.00,285400000.00
1900000.00,285593.00
120000000.00,286192091.00
8200000.00,286214286.00
30000000.00,286500000.00
135000000.00,286896578.00
100000.00,287000.00
150000000.00,287594577.00
29000000.00,287625468.00
120000000.00,287916633.00
90000000.00,288693989.00
1300000.00,288751.00
1000000.00,288757.00
120000000.00,289480691.00
32500000.00,289632023.00
90000000.00,289660619.00
950000.00,289789.00
111000000.00,289838913.00
1100000.00,29005064.00
13500000.00,29027914.00
16000000.00,29090445.00
15000000.00,29145924.00
5300000.00,29197694.00
32000000.00,29199399.00
8500000.00,29200000.00
30000000.00,29203383.00
25000000.00,29206732.00
20000000.00,29227561.00
3500000.00,29233.00
10000000.00,29317886.00
40000000.00,29325209.00
45000000.00,29367143.00
2300000.00,29384.00
19500000.00,29393634.00
375000.00,29400000.00
45000000.00,29406132.00
10000000.00,29500000.00
38000000.00,29544532.00
25000000.00,29548291.00
12000000.00,29549145.00
60000000.00,29575033.00
16000000.00,29634769.00
7500000.00,29652736.00
168000.00,29678.00
80000000.00,29725663.00
15495600.00,29729450.00
47000000.00,29781453.00
24000000.00,29823162.00
11400000.00,29830239.00
25000000.00,29847480.00
25000000.00,29863840.00
20000000.00,29870801.00
35000000.00,29882645.00
35000000.00,29890402.00
18000000.00,29934477.00
8000000.00,29937909.00
32000000.00,29939591.00
20000000.00,29958228.00
130000000.00,290650494.00
60000000.00,290701374.00
10000000.00,290875.00
155000000.00,290930148.00
150000000.00,292817841.00
71500000.00,294156605.00
95000000.00,294680778.00
110000000.00,295075882.00
30000000.00,295212467.00
7200000.00,295492.00
3000000.00,295493.00
10000000.00,295750.00
57500000.00,295874190.00
110000000.00,295986876.00
63000000.00,296338663.00
75000000.00,296872367.00
70000000.00,297115976.00
105000000.00,298815224.00
46000000.00,298923419.00
80000000.00,299461782.00
85000000.00,299477886.00
10000000.00,3000000.00
500000.00,3000000.00
100000.00,3000000.00
6500000.00,3027956.00
1800000.00,3050934.00
20000000.00,3052004.00
13000000.00,3058380.00
4750000.00,3061763.00
3000000.00,3076820.00
120000.00,3090593.00
4600000.00,3099369.00
87000.00,3100000.00
2900000.00,3127472.00
7900000.00,3129471.00
9000000.00,3134509.00
6500000.00,3149.00
500000.00,3177636.00
8500000.00,3180252.00
10000000.00,3185717.00
609000.00,3202000.00
11000000.00,3231251.00
250000.00,3234.00
3000000.00,3237452.00
1200000.00,3249041.00
30000000.00,3252550.00
850000.00,3256.00
7500000.00,3257922.00
10000000.00,3260179.00
13000000.00,3260555.00
1600000.00,3264.00
150000.00,3270128.00
8000000.00,3270974.00
6000000.00,3273588.00
10000000.00,3275585.00
5600000.00,3281898.00
2600000.00,3292333.00
3500000.00,3293258.00
600000.00,3301.00
2600000.00,3305831.00
10000000.00,3311924.00
1000000.00,3324070.00
8900000.00,3324131.00
2100000.00,3330.00
6000000.00,3330012.00
10000000.00,3336053.00
7500000.00,3347647.00
12500000.00,3350943.00
3700000.00,3355048.00
10000000.00,3357324.00
15000000.00,3386153.00
3500000.00,3392912.00
15000000.00,3393606.00
80000000.00,3430494.00
15000000.00,3436763.00
9000000.00,3438735.00
2000000.00,3438804.00
9000000.00,3440939.00
6000000.00,3456602.00
1000000.00,3465703.00
4000000.00,3468572.00
15000000.00,3471.00
5000000.00,3474221.00
4600000.00,3479302.00
44000000.00,3484523.00
6000000.00,3485383.00
300000.00,3496.00
4500000.00,3500000.00
2361000.00,3500000.00
15000000.00,3503761.00
200000.00,3527522.00
10000000.00,3541565.00
27000.00,3547.00
1000000.00,3553253.00
7500000.00,3559803.00
300000.00,3565259.00
300000.00,3571253.00
7000000.00,3571624.00
1000000.00,3575308.00
8000000.00,3582797.00
8000000.00,3587191.00
32000000.00,3588602.00
2700000.00,3589633.00
3380000.00,3604.00
13000000.00,3617277.00
2000000.00,3620902.00
10000000.00,3623609.00
40000.00,3632.00
200000.00,3648.00
3000000.00,3660880.00
1000000.00,3700.00
1200000.00,3700000.00
9000000.00,3703064.00
3000000.00,3705923.00
5000000.00,3707583.00
560000.00,3709.00
25000000.00,3711633.00
30000000.00,3721988.00
20000000.00,3727746.00
250000.00,3728400.00
6000000.00,3740030.00
25000000.00,3771345.00
840000.00,3787689.00
10000000.00,3793739.00
6400000.00,3804977.00
5000000.00,3807503.00
250000.00,3809226.00
25000000.00,3823620.00
500000.00,3824868.00
2500000.00,3838486.00
4000000.00,3858964.00
26700000.00,3871448.00
27000.00,3894240.00
3000000.00,3902679.00
5900000.00,3910861.00
17000000.00,3917679.00
9000000.00,3922043.00
15000000.00,3925769.00
12500000.00,3931367.00
250000.00,3934450.00
3500000.00,3988612.00
8250000.00,30028684.00
10000000.00,30050028.00
114000.00,30087064.00
30000000.00,30089110.00
15000000.00,30138912.00
10000000.00,30143795.00
20000000.00,30163785.00
40000000.00,30199105.00
40000000.00,30230402.00
20500000.00,30241435.00
15000000.00,30261293.00
28000000.00,30295028.00
8500000.00,30298347.00
35000000.00,30307804.00
70000.00,30312.00
60000000.00,30317425.00
17000000.00,30331165.00
5000000.00,30332385.00
1500000.00,30351664.00
7000000.00,30360570.00
60000000.00,30396134.00
20000000.00,30399714.00
3000000.00,30438635.00
14000000.00,30443277.00
20000000.00,30491379.00
1650000.00,30500000.00
18000000.00,30535660.00
25530000.00,30593313.00
26000000.00,30601801.00
75000000.00,30626690.00
14000000.00,30628981.00
8500000.00,30700192.00
20000000.00,30703845.00
10000000.00,30768449.00
25000000.00,30850666.00
15000000.00,30882822.00
31000000.00,30885781.00
20000000.00,30894247.00
930000.00,30905.00
2000000.00,30955.00
30000000.00,30962112.00
40000000.00,30963684.00
30000000.00,30982979.00
16000000.00,30987695.00
18000000.00,30997027.00
170000000.00,300150546.00
55000000.00,300200000.00
44000000.00,300400000.00
70000000.00,300854823.00
4000000.00,302204.00
110000000.00,302239672.00
175000000.00,302469017.00
45000000.00,302710615.00
90000000.00,303500000.00
92000000.00,304249198.00
1000000.00,304472.00
2000000.00,304602.00
125000000.00,304868961.00
20000000.00,305070.00
9500000.00,305149461.00
150000000.00,305270083.00
15000000.00,305384865.00
35000000.00,305705794.00
90000000.00,306011347.00
7000000.00,306715.00
30000000.00,306770545.00
145000000.00,306900902.00
12000000.00,307166834.00
40000000.00,307231874.00
55000000.00,307311093.00
70000000.00,308700000.00
500000.00,308793.00
18000000.00,309608.00
22000000.00,31013349.00
22500000.00,31054727.00
3400000.00,31063038.00
15000000.00,31070412.00
45000000.00,31077418.00
40000000.00,31124367.00
5000000.00,31149251.00
27500000.00,31157914.00
10000000.00,31164747.00
4000000.00,31166312.00
7400000.00,31187727.00
40000000.00,31192425.00
12000000.00,31222395.00
12000000.00,31286759.00
28000000.00,31320293.00
50000000.00,31333917.00
10700000.00,31341183.00
28000000.00,31390587.00
35000000.00,31393201.00
400000.00,31425.00
2700000.00,31517561.00
10000000.00,31556959.00
500000.00,31559560.00
13500000.00,31575635.00
58000000.00,31627370.00
16000000.00,31631.00
25000000.00,31635150.00
40000000.00,31670620.00
11000000.00,31672000.00
20000000.00,31678778.00
45000000.00,31681811.00
6000000.00,31716953.00
27000000.00,31770413.00
40000000.00,31835600.00
35000000.00,31878891.00
6500000.00,31899000.00
1500000.00,31916.00
16000000.00,31943401.00
150000000.00,310043823.00
70000000.00,310138178.00
40000000.00,310475892.00
61000000.00,310566162.00
100000000.00,310650574.00
80000000.00,310660018.00
350000.00,310891.00
12000000.00,310946.00
30000000.00,310985.00
85000000.00,311001124.00
74000000.00,311013181.00
85000000.00,311744465.00
100000000.00,311979256.00
170000000.00,312183437.00
35000000.00,312383487.00
20000000.00,312755215.00
4200000.00,313230.00
220000000.00,313477717.00
40000000.00,314101190.00
50000000.00,314111923.00
500000.00,314444.00
40000000.00,314709717.00
18000000.00,315000.00
85000000.00,315268353.00
190000000.00,315709697.00
15000000.00,316300000.00
70000000.00,316915264.00
78000000.00,317668058.00
20000000.00,317872975.00
79000000.00,318146162.00
15500000.00,318623.00
23000000.00,319543432.00
35000000.00,319700000.00
150000000.00,319713881.00
34000000.00,32014993.00
40000000.00,32030610.00
500000.00,32033.00
20000000.00,32051917.00
3300000.00,32059295.00
160000.00,32092.00
10000000.00,32100816.00
5000000.00,32144262.00
25000000.00,32223424.00
25000000.00,32224624.00
8500000.00,32302907.00
2500000.00,32327255.00
13000000.00,32382381.00
22500000.00,32398681.00
10000000.00,32430721.00
18500000.00,32531759.00
7500000.00,32572.00
10750000.00,32575443.00
19000000.00,32589493.00
20000000.00,32608019.00
19000000.00,32618920.00
3000000.00,32653000.00
24000000.00,32662299.00
12000000.00,32700439.00
18500000.00,32714818.00
35000000.00,32717063.00
25000000.00,32831707.00
20000000.00,32838945.00
12000000.00,32909437.00
150000.00,32927.00
11000000.00,32943247.00
45000000.00,32952995.00
30000000.00,32955399.00
4500000.00,32961.00
8600000.00,32968648.00
2600000.00,32980880.00
60000000.00,32983332.00
14000000.00,320100000.00
8600000.00,320349.00
3600000.00,320896.00
130000000.00,321887208.00
25000000.00,322197132.00
210000000.00,322459006.00
35000.00,322563.00
17500000.00,325491.00
100000000.00,325500000.00
40000000.00,325785782.00
27000000.00,325943.00
35000000.00,326073155.00
48000000.00,327656424.00
150000000.00,328015029.00
30000000.00,328125643.00
8800000.00,328203506.00
90000000.00,328325007.00
120000000.00,328711434.00
1300000.00,329621.00
160000000.00,329631958.00
10000000.00,33000000.00
28000000.00,33000377.00
29000000.00,33013805.00
13500000.00,33035736.00
13000000.00,33069303.00
70000000.00,33076815.00
15000000.00,33118854.00
7000000.00,33183642.00
26000000.00,33200000.00
24000000.00,33208099.00
10000000.00,33216217.00
30000000.00,33296659.00
3000000.00,33300000.00
300000.00,33312.00
30000000.00,33339868.00
2500000.00,33349941.00
3200000.00,33396740.00
5800000.00,33397477.00
35000000.00,33422485.00
35000000.00,33422806.00
12500000.00,33436931.00
65000000.00,33447612.00
68000000.00,33462011.00
80000000.00,33463969.00
500000.00,33473297.00
35000000.00,33500620.00
15000000.00,33508485.00
10000000.00,33512260.00
10000000.00,33526835.00
68000.00,33598.00
7500000.00,33606409.00
5000000.00,33649881.00
26000000.00,33667319.00
22000000.00,33762400.00
35000000.00,33771965.00
10000000.00,33886017.00
4200000.00,33913542.00
20000000.00,33943049.00
18500000.00,33954018.00
60000000.00,33956608.00
55000000.00,330425040.00
110000000.00,330780051.00
3000000.00,331000.00
13000000.00,331266710.00
100000000.00,331323410.00
50000000.00,331333876.00
40000000.00,331971881.00
5000000.00,332120.00
28000000.00,333080271.00
87500000.00,333132750.00
187500000.00,333771037.00
150000000.00,334486852.00
185000000.00,335802233.00
65000000.00,335802271.00
75000000.00,336069511.00
17000000.00,336151692.00
200000000.00,336359676.00
100000000.00,336529144.00
110000000.00,339504276.00
3500000.00,34004262.00
75000000.00,34009180.00
14000000.00,34044909.00
22000000.00,34061097.00
10000000.00,34084228.00
55000000.00,34105207.00
3250000.00,34114067.00
4000000.00,34145.00
13000000.00,34166572.00
4833610.00,34175000.00
10000000.00,34240572.00
26000000.00,34246770.00
8000000.00,34270285.00
7500000.00,34308515.00
19000000.00,34352162.00
25000000.00,34356760.00
10600000.00,34409206.00
40000000.00,34420595.00
6000000.00,34449356.00
20000000.00,34454336.00
35000000.00,34480045.00
15000000.00,34499204.00
15000000.00,34533783.00
2500000.00,34557416.00
15000000.00,34562222.00
9000000.00,34572780.00
20000000.00,34600000.00
16000000.00,34609720.00
6100000.00,34631405.00
50000000.00,34645374.00
45000000.00,34668249.00
600000.00,34698275.00
14000000.00,34700000.00
20000000.00,34718173.00
14000000.00,34729091.00
20000000.00,34787111.00
50000000.00,34806726.00
15000000.00,34820335.00
21000000.00,34836080.00
5000000.00,34872033.00
8000000.00,34873513.00
2777000.00,34949482.00
43000000.00,34983342.00
85000000.00,340384141.00
20000000.00,340800479.00
3800000.00,340930.00
75000000.00,342416460.00
42000.00,342722.00
75000000.00,342769200.00
125000000.00,343242613.00
80000000.00,343397247.00
8000000.00,343773.00
85000000.00,345033359.00
123000000.00,345141403.00
55000000.00,345922730.00
200000.00,346106.00
55000000.00,347100000.00
50000000.00,347132280.00
90000000.00,347425832.00
34000000.00,348319861.00
110000000.00,348547523.00
105000000.00,348629585.00
180000000.00,348902025.00
80000000.00,349088523.00
80000000.00,349464664.00
130000000.00,349558438.00
9000000.00,349618.00
15000000.00,35007180.00
23000000.00,35067665.00
10000000.00,35073978.00
15000000.00,35106706.00
7250000.00,35122948.00
76000000.00,35129610.00
2000000.00,35185884.00
40000000.00,35195939.00
2000000.00,35312.00
60000000.00,35319689.00
50000000.00,35380918.00
13000000.00,35402802.00
70000000.00,35417162.00
35000000.00,35426759.00
20000000.00,35450113.00
20000000.00,35472739.00
50000000.00,35481941.00
30000000.00,35579007.00
14000000.00,35579177.00
22000000.00,35609577.00
45000000.00,35627222.00
85000000.00,35681080.00
800000.00,35688.00
24000000.00,35792945.00
7000000.00,35795319.00
12000000.00,35830713.00
20000000.00,35841901.00
14000000.00,35856053.00
30000000.00,35869934.00
30000000.00,35891257.00
10000000.00,35950901.00
87000000.00,350100280.00
67500000.00,350976753.00
3000000.00,351416.00
70000000.00,351500000.00
18000000.00,351620129.00
40000000.00,351774938.00
73000000.00,352327887.00
130000000.00,352831065.00
170000000.00,353166307.00
5000000.00,353480.00
190000000.00,353640419.00
44000000.00,353715317.00
127000000.00,353756621.00
4000000.00,354704.00
1000000.00,354836.00
160000000.00,355408305.00
52000000.00,355612291.00
10000000.00,355919.00
127500000.00,356148063.00
15000000.00,356258047.00
60000000.00,356429941.00
15000000.00,356799634.00
33000000.00,357687.00
100000000.00,358279063.00
45000000.00,358500000.00
102000000.00,358824714.00
20000000.00,358994850.00
150000000.00,359142722.00
56000000.00,359295591.00
10000000.00,36000000.00
4000000.00,36000000.00
5000000.00,36008303.00
2500000.00,36028802.00
30000000.00,36040895.00
9000000.00,36049108.00
15000000.00,36068890.00
18000000.00,36133014.00
4400000.00,36145695.00
7000000.00,36146087.00
45500000.00,36180824.00
42000000.00,36197221.00
10000000.00,36230219.00
7500000.00,36238752.00
13000000.00,36262783.00
20000000.00,36265745.00
4000000.00,36275469.00
32000000.00,36299670.00
23000000.00,36374700.00
45000000.00,36404841.00
6000000.00,36497.00
17500000.00,36521223.00
9000000.00,36535837.00
9000000.00,36588512.00
5500000.00,36675932.00
25000000.00,36682170.00
2250000.00,36690067.00
17000000.00,36700000.00
20000000.00,36720752.00
30000000.00,36722311.00
1200000.00,36741667.00
75000000.00,36751979.00
4600000.00,36751984.00
20000000.00,36766293.00
9700000.00,36787044.00
6500000.00,36821789.00
25000000.00,36833473.00
60000000.00,36850101.00
24000000.00,36856306.00
21000000.00,36882378.00
7000000.00,36964656.00
10000000.00,360898.00
135000000.00,361730660.00
103000000.00,362000072.00
100000000.00,362211740.00
55000000.00,362605033.00
110000000.00,362989076.00
85000000.00,363064265.00
45000000.00,363095319.00
22000000.00,363391647.00
85000000.00,363664533.00
42000000.00,363718196.00
30000000.00,364543951.00
17000000.00,364607.00
100000000.00,365300000.00
200000000.00,365491792.00
93000000.00,365900000.00
90000000.00,366101666.00
55000000.00,366784257.00
132000000.00,366942531.00
205000000.00,367262558.00
20000000.00,367452079.00
500000.00,367582.00
150000000.00,368269061.00
61000000.00,368567189.00
22000000.00,369884651.00
18000000.00,37048526.00
35000000.00,37066129.00
8000000.00,37119358.00
25000000.00,37216643.00
20000000.00,37226218.00
2000000.00,37227.00
72000000.00,37306334.00
15000000.00,37336874.00
6200000.00,37339594.00
12000000.00,37400000.00
10000000.00,37402877.00
15000000.00,37466538.00
50000000.00,37472651.00
20000000.00,37537675.00
12000000.00,37565233.00
12000000.00,37584304.00
1000000.00,37600000.00
5000000.00,37648235.00
15000000.00,37659652.00
20000000.00,37672944.00
40000000.00,37750754.00
2700000.00,37799643.00
10000000.00,37800000.00
5900000.00,37831658.00
2160000.00,37865.00
47000000.00,37923818.00
39000000.00,37956589.00
178000000.00,370541256.00
140000000.00,370569776.00
800000.00,371647.00
75000000.00,371917043.00
55000000.00,371985018.00
1500000.00,372239.00
4000000.00,373375.00
300000.00,373615.00
130000000.00,373993951.00
65000000.00,374105123.00
90000000.00,374551021.00
90000000.00,374580405.00
150000000.00,374825760.00
5000000.00,374890034.00
20000000.00,375474.00
140000000.00,375740705.00
125000000.00,376000000.00
45000000.00,377807404.00
85000000.00,378505812.00
21000000.00,38017873.00
17000000.00,38028230.00
10000000.00,38067218.00
40000000.00,38087756.00
25000000.00,38112154.00
22700000.00,38119483.00
30000000.00,38122000.00
7000000.00,38158601.00
28000000.00,38159905.00
20000000.00,38164784.00
40000000.00,38172500.00
11000000.00,38190517.00
3000000.00,38236338.00
4000000.00,38251425.00
65000000.00,38253433.00
35200000.00,38283765.00
57000000.00,38329114.00
25000000.00,38351350.00
13000000.00,38358392.00
5000000.00,38359310.00
34000000.00,38361428.00
10000000.00,38364855.00
30000000.00,38462071.00
15000000.00,38512850.00
60000000.00,38522450.00
15000000.00,38535748.00
55000000.00,38564422.00
15000000.00,38574362.00
20000000.00,38585047.00
50000000.00,38590458.00
23000000.00,38684906.00
25000000.00,38718031.00
30000000.00,38747385.00
25000000.00,38749404.00
31500000.00,38771262.00
26000000.00,38788828.00
20000000.00,38801294.00
4000000.00,38899792.00
28000000.00,38959900.00
3300000.00,38969037.00
10000000.00,38985577.00
70000000.00,38992292.00
25000000.00,38993548.00
55000000.00,381398492.00
900000.00,381420.00
175000000.00,381687380.00
110000000.00,382288147.00
7000000.00,382946.00
170000000.00,383299915.00
175000000.00,383541369.00
14000000.00,383825427.00
165000000.00,384169424.00
4000000.00,384244.00
85000000.00,385000317.00
19000000.00,385524118.00
130000000.00,385997896.00
65000000.00,386116343.00
7000000.00,386744.00
140000000.00,386839614.00
6000000.00,387508097.00
2200000.00,388390.00
100000000.00,389918903.00
60000000.00,39006188.00
12000000.00,39012241.00
65000000.00,39017984.00
15000000.00,39100956.00
25000000.00,39126427.00
28000000.00,39134983.00
38000000.00,39178189.00
65000000.00,39194264.00
25000000.00,39217912.00
17000000.00,39233233.00
60000000.00,39235486.00
15000000.00,39238443.00
6000000.00,39241323.00
75000000.00,39251128.00
21000000.00,39319801.00
35000000.00,39340177.00
28000000.00,39358290.00
28000000.00,39360491.00
4300000.00,39374600.00
16500000.00,39380831.00
25000000.00,39393111.00
300000.00,39475.00
32000000.00,39498360.00
150000000.00,39549758.00
13300000.00,39686345.00
20000000.00,39686769.00
5000000.00,39723096.00
40000000.00,39753957.00
50000000.00,39778599.00
6000000.00,39849764.00
3000000.00,39852.00
11000000.00,39994347.00
50000000.00,390500000.00
3900000.00,390525192.00
500000.00,390803.00
232000000.00,391081192.00
10000000.00,391845.00
6000000.00,391942.00
75000000.00,393033064.00
275000000.00,393151347.00
2100000.00,399037.00
13000000.00,399198.00
150000000.00,399387745.00
4000000.00,399793.00
300000.00,399908.00
2000000.00,4000000.00
1644000.00,4000000.00
350000.00,4000000.00
3000000.00,4002884.00
3000000.00,4003363.00
1000000.00,4015686.00
36000000.00,4020990.00
15000000.00,4023741.00
12500000.00,4027663.00
25000000.00,4049527.00
25000000.00,4064333.00
22000000.00,4065020.00
24000000.00,4084232.00
18000000.00,4100000.00
2931000.00,4100000.00
3000000.00,4109095.00
3400000.00,4124277.00
1500000.00,4128828.00
500000.00,4134.00
3000000.00,4142507.00
7500000.00,4151836.00
4000000.00,4188034.00
9200000.00,4199334.00
6400000.00,4199874.00
18500000.00,4221341.00
4000000.00,4230426.00
11000000.00,4234355.00
7500000.00,4239767.00
450000.00,4243996.00
1200000.00,4254.00
5000000.00,4267808.00
8500000.00,4273372.00
14000000.00,4288246.00
14000000.00,4289993.00
2000000.00,4294373.00
600000.00,4300000.00
4000000.00,4301000.00
9000000.00,4313644.00
30000000.00,4315789.00
6000000.00,4316497.00
4000000.00,4327.00
9000000.00,4333569.00
24000000.00,4356126.00
32000000.00,4357406.00
379000.00,4358000.00
12500000.00,4360548.00
7000000.00,4372561.00
10000000.00,4376820.00
20000000.00,4383538.00
6000000.00,4398989.00
42000000.00,4408420.00
46000000.00,4408636.00
5000000.00,4414753.00
3000000.00,4417983.00
1600000.00,4420000.00
750000.00,4422318.00
20000000.00,4453327.00
4000000.00,4454853.00
27000000.00,4485485.00
4800000.00,4494560.00
3000000.00,4495262.00
35000000.00,4496583.00
20000000.00,4504111.00
4500000.00,4548505.00
28700000.00,4559569.00
10000000.00,4563080.00
3000000.00,4566662.00
5000000.00,4568257.00
1900000.00,4581937.00
9000.00,4584.00
1900000.00,4600000.00
8000000.00,4604656.00
12000000.00,4606284.00
3000000.00,4607064.00
250000.00,4613482.00
5000000.00,4620399.00
4000000.00,4630045.00
35000000.00,4651977.00
3000000.00,4655.00
10000000.00,4659110.00
3000000.00,4668109.00
23000000.00,4673377.00
68000.00,4678513.00
10000000.00,4690802.00
1250000.00,4700000.00
10000000.00,4708127.00
10000000.00,4710507.00
6000000.00,4713059.00
8000000.00,4714090.00
7000000.00,4720371.00
1700000.00,4727375.00
5400000.00,4728896.00
1000000.00,4731944.00
14000000.00,4741987.00
19000000.00,4750000.00
1400000.00,4787818.00
5250000.00,4801837.00
5000000.00,4815890.00
5000000.00,4816142.00
4000000.00,4854356.00
700000.00,4857731.00
5500000.00,4865000.00
30000000.00,4874498.00
4600000.00,4880143.00
12000000.00,4880941.00
