Production_budget,Worldwide_gross
55000000.00,151947179.00
50000000.00,152022333.00
32000000.00,152036382.00
40000000.00,152266007.00
55000000.00,152269033.00
110000000.00,152364370.00
500000.00,152449.00
60000000.00,152457863.00
25000000.00,152500343.00
37000000.00,152566881.00
30000000.00,152627960.00
5000000.00,152925093.00
40000000.00,152962083.00
57000000.00,153007424.00
55000000.00,153535982.00
20000000.00,153698625.00
25000000.00,153733800.00
55000000.00,153770052.00
20000000.00,154218168.00
54000000.00,154338601.00
14000000.00,155008909.00
40000000.00,155011165.00
45000000.00,155200000.00
9000000.00,155313078.00
27000000.00,155564919.00
75000000.00,155708695.00
90000000.00,155750628.00
30000000.00,155769678.00
45000000.00,155931301.00
42000000.00,156167015.00
24000000.00,156229050.00
3000000.00,156362.00
50000000.00,156399644.00
40000000.00,156553592.00
160000.00,156612.00
70000000.00,156815529.00
30000000.00,156822020.00
65000000.00,156974557.00
90000000.00,157092943.00
36000000.00,157300954.00
60000000.00,157670733.00
85000000.00,157794205.00
135000000.00,157956466.00
55000000.00,158500000.00
40000000.00,158527918.00
70000000.00,158702748.00
80000000.00,158750817.00
58000000.00,158905324.00
80000000.00,158908290.00
80000000.00,158926474.00
10000000.00,158973685.00
14400000.00,159157447.00
60000000.00,159356941.00
55000000.00,159387195.00
30000000.00,159423384.00
88000000.00,159487563.00
5500000.00,159616327.00
95000000.00,159691085.00
50000000.00,159745279.00
35000000.00,159846429.00
60000000.00,159946489.00
18000000.00,16011975.00
5000000.00,16017403.00
6800000.00,16038343.00
25000000.00,16118077.00
2000000.00,16131551.00
103000.00,16137.00
17000000.00,16140842.00
7000000.00,16149180.00
10000000.00,16153000.00
16500000.00,16154786.00
40000000.00,16172200.00
1000000.00,16173879.00
12500000.00,16193713.00
12000000.00,16221211.00
9000000.00,16235738.00
75000000.00,16283165.00
30000000.00,16295774.00
24000000.00,16304786.00
17000000.00,16316273.00
40000000.00,16340767.00
12000000.00,16349034.00
6000000.00,16369708.00
3500000.00,16376066.00
18000000.00,16382538.00
25000000.00,16425701.00
1000000.00,16434588.00
10000000.00,16460336.00
30000000.00,16481405.00
19700000.00,16498827.00
17000000.00,16510971.00
5000000.00,16515203.00
9100000.00,16517708.00
26000000.00,16521410.00
1000000.00,16553163.00
2650000.00,16556.00
27000000.00,16566235.00
1000000.00,16566240.00
50000000.00,16581575.00
8000000.00,16585503.00
2000000.00,16610760.00
20000000.00,16612072.00
5000000.00,16628751.00
28000000.00,16638300.00
32000000.00,16640210.00
10000000.00,16667084.00
20000000.00,16723377.00
25000000.00,16727470.00
13000000.00,16757163.00
15000000.00,16829464.00
35000000.00,16830252.00
7000000.00,16866928.00
30000000.00,16873925.00
10000000.00,16891011.00
20000000.00,16907831.00
820000.00,16909.00
14000000.00,16951798.00
15800000.00,16955673.00
18000000.00,16959614.00
3000000.00,16976561.00
20000000.00,16988996.00
36000000.00,160000000.00
30000000.00,160247805.00
70000000.00,160379930.00
82500000.00,160388063.00
30000000.00,160502573.00
31000000.00,160558438.00
46000000.00,160648493.00
60000000.00,160700000.00
26000000.00,160822438.00
15000000.00,160903019.00
45000000.00,160971922.00
10000000.00,161097.00
12000000.00,161480042.00
85000000.00,161510853.00
50000000.00,161626121.00
45000000.00,161735791.00
7000000.00,161800000.00
40000000.00,161838076.00
5000000.00,161921515.00
50000000.00,161941727.00
30000000.00,162279328.00
40000000.00,162498338.00
90000000.00,162525156.00
200000.00,162605.00
47000000.00,162738726.00
90000000.00,162753837.00
60000000.00,162778384.00
92500000.00,162839667.00
73000000.00,162870525.00
120000000.00,163018913.00
3000000.00,163069.00
65000000.00,163295654.00
31000000.00,163503514.00
65000000.00,163527824.00
30000000.00,163644662.00
135000000.00,163818556.00
55000000.00,163838217.00
10000000.00,163876815.00
25000000.00,164035753.00
13400000.00,164247.00
60000000.00,164285587.00
45000000.00,164640401.00
20000000.00,164675402.00
80000000.00,164800000.00
60000000.00,165048228.00
35000000.00,165103952.00
115000000.00,165149302.00
80000000.00,165173909.00
30000000.00,165334774.00
33000000.00,165552290.00
44000000.00,165600852.00
95000000.00,165720921.00
30000000.00,165889117.00
60000000.00,165890634.00
90000000.00,165900000.00
120000000.00,166000000.00
100000000.00,166083937.00
84000000.00,166307945.00
54000000.00,166617328.00
140000000.00,166623705.00
30000000.00,166842739.00
155000000.00,167297191.00
15000000.00,167780960.00
30000000.00,167791704.00
120000000.00,167849187.00
40000000.00,167851995.00
110000000.00,167910690.00
65000000.00,168065700.00
37000000.00,168167798.00
80000000.00,168311558.00
30000000.00,168832.00
29000000.00,168841459.00
40000000.00,168904682.00
30000000.00,169173206.00
170000.00,169242.00
100000000.00,169296573.00
90000000.00,169400000.00
40000000.00,169590606.00
17500000.00,169955142.00
7500000.00,17.00
500000.00,17000000.00
7000000.00,17005466.00
2900000.00,17006158.00
7000000.00,17023121.00
40000000.00,17033431.00
10000000.00,17033556.00
30000000.00,17121823.00
1000000.00,17127.00
9200000.00,17155193.00
2000000.00,17187434.00
8500000.00,17202854.00
22000000.00,17216955.00
65000000.00,17218916.00
8500000.00,17220091.00
45000000.00,17220599.00
15000000.00,17224539.00
300000.00,17241.00
6000000.00,17252287.00
12000000.00,17292381.00
10000000.00,17300838.00
20000000.00,17306648.00
12000000.00,17322212.00
5000000.00,17329337.00
38000000.00,17378193.00
8000000.00,17382693.00
8000000.00,17394881.00
21000000.00,17396.00
2000000.00,17400005.00
20000000.00,17430594.00
10000000.00,17433072.00
11000000.00,17443529.00
9000000.00,17462398.00
12000000.00,17475475.00
3000000.00,17489009.00
45000000.00,17492014.00
5000000.00,17499242.00
180000.00,17503.00
10000000.00,17503828.00
4900000.00,17536004.00
10000000.00,17536256.00
900000.00,17549645.00
9800000.00,17553055.00
3000000.00,17570324.00
24000000.00,17589829.00
21000000.00,17589867.00
20000000.00,17612099.00
4000000.00,17639.00
10000000.00,17657973.00
10000000.00,17704131.00
1000000.00,17721.00
21000000.00,17760244.00
5000000.00,17768757.00
20000000.00,17769299.00
9000000.00,17804273.00
20000000.00,17807569.00
38000000.00,17831558.00
13000000.00,17856688.00
30000000.00,17865209.00
2000000.00,17896.00
18000000.00,17920013.00
3000000.00,17966760.00
35000000.00,17967746.00
1000000.00,17985000.00
132900000.00,170024300.00
60000000.00,170200225.00
45000000.00,170362581.00
30000000.00,170466405.00
7000000.00,170549753.00
80000000.00,170805525.00
100000000.00,170936470.00
50000000.00,171269535.00
25000000.00,171302226.00
40000000.00,171317271.00
100000000.00,171377916.00
20000000.00,171685793.00
650000.00,171962.00
110000000.00,172022517.00
50000000.00,172246223.00
24000000.00,172363301.00
60000000.00,172450423.00
70000000.00,172543519.00
1500000.00,172569.00
30000000.00,172778667.00
10000000.00,172811971.00
65000000.00,172825854.00
2900000.00,172867.00
70000000.00,172878928.00
42000000.00,173044410.00
15000000.00,173046663.00
1500000.00,173066.00
10000000.00,173472.00
33000000.00,173559438.00
37000000.00,173567581.00
600000.00,173599.00
85000000.00,173613482.00
50000000.00,173671418.00
175000000.00,174131329.00
10350000.00,174201661.00
2500000.00,174255.00
45000000.00,174278214.00
55000000.00,174463257.00
200000.00,174682.00
45000000.00,174807445.00
35000000.00,175361578.00
20000000.00,175507800.00
22000000.00,175516617.00
70000000.00,175807183.00
60000000.00,175863783.00
913000.00,176.00
163000000.00,176038324.00
72000000.00,176101721.00
1500000.00,176262.00
60000000.00,176262839.00
26000000.00,176276839.00
55000000.00,176469428.00
30000000.00,176885658.00
13900000.00,176980863.00
30000000.00,177025498.00
15000000.00,177200000.00
110000000.00,177241171.00
3000000.00,177512032.00
17000000.00,177535958.00
40000000.00,177835231.00
80000000.00,177993801.00
250000.00,178095.00
45000000.00,178100000.00
115000000.00,178200000.00
12000000.00,178287.00
50000000.00,178503788.00
40000000.00,178710620.00
53000000.00,179199536.00
78000000.00,179265204.00
149000000.00,179357126.00
50000000.00,179769457.00
2000000.00,18016290.00
4500000.00,18019834.00
15000000.00,18067151.00
8000000.00,18090181.00
19000000.00,18100189.00
6500000.00,18110152.00
67000000.00,18115927.00
5500000.00,18119231.00
45000000.00,18120267.00
26000000.00,18132937.00
7000000.00,18190831.00
32000000.00,18195238.00
6000000.00,18209872.00
4000000.00,18215077.00
20000000.00,18250106.00
15000000.00,18260865.00
20000000.00,18273009.00
3200000.00,18285560.00
3450000.00,18309793.00
20000000.00,18310591.00
2000000.00,18344729.00
35000000.00,18376443.00
20000000.00,18400000.00
10000000.00,18423914.00
25000000.00,18445379.00
12000000.00,18472775.00
3500000.00,18495444.00
26000000.00,18496522.00
6000000.00,18504539.00
92000000.00,18517322.00
15000000.00,18524496.00
5600000.00,18527766.00
5000000.00,18528789.00
30000000.00,18535575.00
32000000.00,18552460.00
55000000.00,18582965.00
40000000.00,18594227.00
20000000.00,18608570.00
7000000.00,18642318.00
23000000.00,18653615.00
1125000.00,18673274.00
62000000.00,18708848.00
10100000.00,18726300.00
6000000.00,18727440.00
13000000.00,18733666.00
30000000.00,18765585.00
42000000.00,18821576.00
250000.00,18823.00
20000000.00,18826490.00
8000000.00,18828036.00
9100000.00,18872126.00
25000000.00,18877153.00
15000000.00,18889972.00
5000000.00,18945682.00
8000000.00,18959424.00
10000000.00,18976477.00
25000000.00,18991288.00
180000000.00,180047784.00
65000000.00,180148897.00
80000000.00,180188905.00
80000000.00,180585259.00
20000000.00,180790756.00
25000000.00,180856996.00
20000000.00,180998716.00
80000000.00,181038616.00
1100.00,181041.00
40000000.00,181053657.00
30000000.00,181489203.00
160000000.00,181674817.00
6000000.00,181798.00
179000000.00,181982519.00
35000000.00,182291969.00
2450000.00,182358.00
38000000.00,182365114.00
3500000.00,182695.00
80000000.00,182782518.00
20000000.00,183097323.00
97000000.00,183124621.00
17000000.00,183316455.00
70000000.00,183353431.00
80000000.00,183354514.00
9000000.00,184255.00
75000000.00,184329871.00
1500000.00,184705.00
1488000.00,184925486.00
14000000.00,185400000.00
4000000.00,185577.00
85000000.00,185708462.00
45000000.00,185736412.00
50000000.00,185798265.00
26000000.00,185904750.00
90000000.00,186049020.00
50000000.00,186450317.00
60000000.00,186883563.00
138000000.00,186976250.00
10000000.00,187281115.00
40000000.00,187384627.00
27500000.00,187500000.00
29000000.00,187707495.00
91000000.00,187861183.00
45000000.00,187995859.00
63000000.00,188657593.00
58000000.00,188715611.00
66000000.00,189176423.00
55000000.00,189624452.00
22000000.00,189800000.00
12000000.00,19000000.00
15000000.00,19014238.00
30000000.00,19035741.00
12600000.00,19054534.00
10000000.00,19080435.00
9000000.00,19096003.00
20000000.00,19121531.00
23000000.00,19123851.00
15000000.00,19153568.00
2800000.00,19170001.00
4000000.00,19174817.00
3000000.00,19184820.00
25000000.00,19233280.00
35000000.00,19282590.00
12000000.00,19287485.00
22000000.00,19288130.00
24000000.00,19303058.00
38000000.00,19317765.00
15000000.00,19344615.00
40000000.00,19417182.00
5000000.00,19421271.00
5000000.00,19438638.00
9000000.00,19445636.00
3000000.00,19472057.00
10000000.00,19535005.00
22000000.00,19563579.00
9300000.00,19571091.00
6000000.00,19594567.00
30000000.00,19599974.00
5000000.00,19600000.00
14000000.00,19637147.00
8200000.00,19637575.00
70000000.00,19665004.00
18000000.00,19685588.00
17000000.00,19693891.00
10000000.00,19716.00
5000000.00,19720203.00
18000000.00,19739000.00
40000000.00,19756077.00
6000000.00,19789712.00
3750000.00,19794935.00
500000.00,19800.00
12000000.00,19859167.00
10000000.00,19860259.00
70000000.00,19870567.00
3300000.00,19875.00
8000000.00,19891331.00
30000000.00,19892205.00
7000000.00,19910002.00
13000000.00,19910624.00
13000000.00,19929123.00
11000000.00,19947280.00
50000000.00,190023573.00
99000000.00,190131036.00
23000000.00,190191646.00
40000000.00,190212113.00
77000000.00,190376181.00
54000000.00,190400000.00
90000000.00,191145256.00
90000000.00,191200000.00
40000000.00,191200000.00
30000000.00,191502246.00
82000000.00,191558505.00
250000.00,191862.00
85000000.00,191932158.00
55000000.00,192903624.00
68000000.00,193500000.00
36000000.00,193737977.00
41000000.00,193761394.00
60000000.00,194058503.00
66000000.00,194169619.00
450000.00,194183034.00
1500000.00,194568.00
25000.00,195043.00
150000000.00,195080579.00
40000000.00,195111193.00
60000000.00,195194085.00
15000.00,195254.00
28000000.00,195300000.00
56000000.00,195484552.00
19500000.00,195790794.00
48000000.00,196308367.00
75000000.00,196320329.00
60000000.00,196439693.00
55000000.00,196565669.00
12000000.00,196857.00
40000000.00,197115710.00
500000.00,197340.00
75000000.00,197504758.00
60000000.00,197578586.00
30000000.00,197593152.00
30000000.00,197618160.00
195000000.00,197687603.00
35000000.00,197692062.00
10000000.00,197901.00
56000000.00,198006880.00
55000000.00,198750909.00
8500000.00,198883.00
60000000.00,199043309.00
140000000.00,199646680.00
35000000.00,2000000.00
20000000.00,2000000.00
11000000.00,2000000.00
5200000.00,2000000.00
1200000.00,2000000.00
200000.00,2000000.00
9000000.00,2000093.00
2000000.00,2001124.00
2000000.00,2009644.00
2500000.00,2013052.00
15000000.00,2013340.00
5000000.00,2015004.00
900000.00,2019874.00
1000000.00,2022442.00
2000000.00,2022893.00
6500000.00,2025032.00
7000.00,2041928.00
2000000.00,2046090.00
500000.00,2047570.00
300000000.00,2048359754.00
7000000.00,2053330.00
12000000.00,2062406.00
306000000.00,2065478084.00
300000.00,2066892.00
2000000.00,2077844.00
5000000.00,2080693.00
1500000.00,2082980.00
2000000.00,2088390.00
3750000.00,2089072.00
175000.00,2102779.00
12000000.00,2104164.00
13000000.00,2104439.00
1500000.00,2105.00
6100000.00,2108367.00
17000000.00,2110050.00
19000000.00,2119994.00
19000000.00,2119994.00
5952000.00,2120439.00
500000.00,2141436.00
10000000.00,2151098.00
2000000.00,2151887.00
45000000.00,2154540.00
7000000.00,2165637.00
2000000.00,2175587.00
10000000.00,2179623.00
800000.00,2194020.00
11000000.00,2200000.00
200000000.00,2208208395.00
35000000.00,2221994.00
2000000.00,2226603.00
9000000.00,2243.00
20000000.00,2246000.00
3000000.00,2255000.00
8000000.00,2256606.00
12500000.00,2272186.00
8000000.00,2275557.00
2000000.00,2279959.00
439000.00,2281000.00
16800000.00,2281089.00
20000000.00,2282710.00
1500000.00,2300000.00
650000.00,2301777.00
2000000.00,2303792.00
17000000.00,2315000.00
1000000.00,2315026.00
12000000.00,2326407.00
50000.00,2335352.00
10000000.00,2341218.00
2000000.00,2350641.00
11000000.00,2352511.00
5000000.00,2368937.00
10000000.00,2373937.00
1500000.00,2380606.00
13000000.00,2394619.00
18000000.00,2401413.00
4500000.00,2404639.00
27000000.00,2412123.00
2000000.00,2419669.00
200000.00,2430735.00
2000000.00,2436.00
8000000.00,2455027.00
14000000.00,2461628.00
2000000.00,2469510.00
8000000.00,2476491.00
250000.00,2477155.00
4500000.00,2481925.00
18000000.00,2483790.00
1250000.00,2500000.00
325000.00,2500000.00
3000000.00,2503392.00
1700000.00,2507159.00
20000000.00,2507181.00
1200000.00,2509344.00
6000000.00,2522928.00
300000.00,2525984.00
10000000.00,2529395.00
4030000.00,2542264.00
9000000.00,2548378.00
1500000.00,2592308.00
1600000.00,2595644.00
8300000.00,2598224.00
175000.00,2602.00
3500000.00,2611750.00
13000000.00,2613717.00
1455000.00,2620000.00
1600000.00,2627795.00
1100000.00,2636.00
300000.00,2652515.00
4000000.00,2665322.00
7000000.00,2667084.00
10000000.00,2678525.00
1000000.00,2684207.00
17000000.00,2694071.00
230000.00,2703762.00
7000000.00,2703821.00
450000.00,2712293.00
23000000.00,2715657.00
30000000.00,2717302.00
1000000.00,2721096.00
8000000.00,2721534.00
1500000.00,2730877.00
1300000.00,2736371.00
1100000.00,2751844.00
100000.00,2769782.00
8000000.00,2772511.00
237000000.00,2788701337.00
2000000.00,2791973.00
4000000.00,2793776.00
11000000.00,2794056.00
400000.00,2797199.00
400000000.00,2797800564.00
16000000.00,2814566.00
5000000.00,2821010.00
3200000.00,2834485.00
20700000.00,2840417.00
4000000.00,2842176.00
11000000.00,2844379.00
7000000.00,2852759.00
1200000.00,2859955.00
10800000.00,2862544.00
1200000.00,2864984.00
25000.00,2883661.00
1700000.00,2891228.00
13000000.00,2898225.00
32000000.00,2899970.00
800000.00,2900578.00
4000000.00,2922988.00
26000000.00,2923959.00
430000.00,2938000.00
1250000.00,2940411.00
36000000.00,2954405.00
3700000.00,2956000.00
3000000.00,2962051.00
12000000.00,2975188.00
600000.00,20000000.00
8000000.00,20005613.00
22000000.00,20034713.00
9000000.00,20035310.00
8000000.00,20036244.00
25000000.00,20052958.00
100000.00,20056.00
20000000.00,20081987.00
5250000.00,20097.00
70000000.00,20107933.00
12000000.00,20122558.00
3000000.00,20123742.00
45000000.00,20133326.00
29000000.00,20146150.00
17500000.00,20159316.00
11000000.00,20169934.00
5250000.00,20188740.00
6250000.00,20199663.00
7000000.00,20257000.00
20000000.00,20268825.00
40000000.00,20278055.00
8500000.00,20288774.00
10000000.00,20384136.00
11000000.00,20388920.00
9000000.00,20395040.00
6000000.00,20400000.00
1500000.00,20412216.00
6500000.00,20412841.00
49000000.00,20423389.00
3400000.00,20433227.00
90000000.00,20466016.00
17000000.00,20477425.00
4000000.00,20514067.00
14000000.00,20537741.00
60000000.00,20541668.00
14000000.00,20597806.00
15000000.00,20601987.00
3250000.00,20605209.00
35000000.00,20606053.00
20000000.00,20614661.00
250000.00,20628.00
5000000.00,20659423.00
15000000.00,20666669.00
15000000.00,20688141.00
6000000.00,20695413.00
47500000.00,20718104.00
25000000.00,20718223.00
40000000.00,20722450.00
16000000.00,20723581.00
2000000.00,20741000.00
10000000.00,20766000.00
16000000.00,20769209.00
5000000.00,20779318.00
15000000.00,20785973.00
40000000.00,20790486.00
20000000.00,20819601.00
80000000.00,20841123.00
42000000.00,20844907.00
2000000.00,20883834.00
15000000.00,20898221.00
9100000.00,20927794.00
7000000.00,20940428.00
12500000.00,20959585.00
24000000.00,200096428.00
800000.00,200433.00
10000000.00,200447.00
30000000.00,200500000.00
60000000.00,200700000.00
90000000.00,200859554.00
26000000.00,201324422.00
7000000.00,201463574.00
82000000.00,201715591.00
26000000.00,202000000.00
13500000.00,202000000.00
50000000.00,202173000.00
28000000.00,202182981.00
70000000.00,202726605.00
42000000.00,202812429.00
75000000.00,202822861.00
90000000.00,202910991.00
140000000.00,203018919.00
47000000.00,203127894.00
250000.00,203134.00
25000000.00,203605427.00
10700000.00,203628947.00
90000000.00,203653524.00
90000000.00,203932174.00
80000000.00,204774690.00
85000000.00,205190324.00
2000000.00,205298.00
38000000.00,205298907.00
34000000.00,205312666.00
40000000.00,205400000.00
150000000.00,205440387.00
52000000.00,205727307.00
35000000.00,205822688.00
7500000.00,206400.00
78000000.00,206455420.00
38000000.00,206458372.00
60000000.00,206598789.00
170000000.00,206627518.00
5000000.00,207039844.00
70000000.00,207068340.00
70000000.00,207154748.00
62000000.00,207500000.00
17000000.00,207765056.00
50000000.00,208094550.00
9000000.00,208163.00
20000000.00,208265198.00
48000000.00,208300000.00
110000000.00,208370892.00
85000000.00,208542162.00
20000000.00,208900376.00
72000000.00,209045244.00
42000000.00,209065465.00
100000000.00,209461378.00
2000000.00,21000.00
12500000.00,21000000.00
25000000.00,21038441.00
3000000.00,21040879.00
2000000.00,21087760.00
12000000.00,21089146.00
10000000.00,21094974.00
17300000.00,21132855.00
6000000.00,21140713.00
250000.00,21147.00
40000000.00,21156715.00
3000000.00,21163999.00
17000000.00,21170563.00
11000000.00,21171695.00
6000000.00,21197454.00
4000000.00,21206861.00
1000000.00,21210.00
1987650.00,21270290.00
5000000.00,21277770.00
5000000.00,21340234.00
30000000.00,21360215.00
18000000.00,21361109.00
27000000.00,21392049.00
16500000.00,21404122.00
14000000.00,21410546.00
20000000.00,21413105.00
1100000.00,21445820.00
27000000.00,21500000.00
11000000.00,21502976.00
45000000.00,21544732.00
30000000.00,21577076.00
10000000.00,21596074.00
33000000.00,21621188.00
16000000.00,21657770.00
30000000.00,21709539.00
1250000.00,21722776.00
4000000.00,21750000.00
30000000.00,21758371.00
65000000.00,21774432.00
6000000.00,21787233.00
16000000.00,21799652.00
9400000.00,21817298.00
30000000.00,21827296.00
10000000.00,21851362.00
12000000.00,21867665.00
15000000.00,21896367.00
2200000.00,21930418.00
8000000.00,21970000.00
25000000.00,21970831.00
9000000.00,21971021.00
3800000.00,21976.00
31000000.00,210300000.00
80000000.00,210315681.00
1300000.00,210904.00
75000000.00,211562435.00
66000000.00,211700000.00
65000000.00,211739043.00
125000000.00,211856088.00
100000000.00,212026975.00
55000000.00,212200000.00
1500000.00,212209.00
102500000.00,212282709.00
30000000.00,212400000.00
35000000.00,212417601.00
30000000.00,212453431.00
8000000.00,212911910.00
135000000.00,212912137.00
100000000.00,212956024.00
200000.00,212989.00
56200000.00,213116401.00
25000000.00,213120004.00
1000000.00,213137.00
5000000.00,213164.00
45000000.00,213420951.00
70000000.00,213463976.00
75000000.00,213500000.00
15000000.00,213514672.00
50000000.00,213591522.00
80000000.00,213682073.00
15000000.00,214182.00
60000000.00,214357371.00
55000000.00,214392904.00
50000000.00,214949716.00
80000000.00,214974953.00
130000000.00,215080810.00
180000000.00,215098356.00
110000000.00,215300000.00
19000000.00,215448997.00
1000000.00,215559.00
40000000.00,215862692.00
50000000.00,216564840.00
15000000.00,216600000.00
50000000.00,217194805.00
68000000.00,217214143.00
60000000.00,217370736.00
52000000.00,217569328.00
60000000.00,217670152.00
160000000.00,217986320.00
35000000.00,218535708.00
60000000.00,218613188.00
75000000.00,218673959.00
110000000.00,218853353.00
27500000.00,219265952.00
75000000.00,219519367.00
200000000.00,219535492.00
24000000.00,22000000.00
245000.00,22000000.00
15000000.00,22018988.00
40000000.00,22024849.00
25000000.00,22032635.00
50000000.00,22099706.00
41000000.00,22108977.00
5000000.00,22113075.00
3000000.00,22115529.00
20000000.00,22119269.00
5500000.00,22125102.00
20000000.00,22139590.00
15000000.00,22165608.00
6000000.00,22168359.00
10000000.00,22198996.00
23000000.00,22204890.00
1500000.00,22217183.00
65000.00,22233808.00
46500000.00,22254.00
6840000.00,22273.00
20000000.00,22281732.00
21500000.00,22331846.00
40000000.00,22365133.00
6000000.00,22367263.00
4000000.00,22373378.00
13000000.00,22391450.00
25000000.00,22411948.00
1000000.00,22434.00
55000000.00,22438144.00
15000000.00,22441.00
40000000.00,22505932.00
8000000.00,22549338.00
8000000.00,22591451.00
16000000.00,22594052.00
55000000.00,22597969.00
450000.00,22623.00
12000000.00,22673340.00
12000000.00,22679978.00
15000000.00,22723.00
44000000.00,22730924.00
8900000.00,22744132.00
12000000.00,22750356.00
14000000.00,22754472.00
6200000.00,22760645.00
14000000.00,22815460.00
2000000.00,22836.00
53000000.00,22852487.00
28000000.00,22860477.00
22000000.00,22861785.00
1750000.00,22879194.00
8500000.00,22885836.00
5250000.00,22895151.00
25000000.00,22910563.00
35000000.00,22913677.00
12000000.00,22921898.00
5000000.00,22958.00
12000000.00,22978953.00
12000000.00,220175.00
70000000.00,220241723.00
55000000.00,220648184.00
100000000.00,220796009.00
3500000.00,221096.00
6000000.00,221148959.00
175000000.00,221229335.00
65000000.00,221297061.00
32000000.00,221464732.00
80000000.00,221468935.00
75000000.00,221594911.00
50000000.00,222383055.00
3600000.00,222540.00
82500000.00,222640812.00
95000000.00,223050874.00
50000000.00,223564608.00
3000000.00,223652.00
6700000.00,223878.00
80000000.00,224117573.00
97600000.00,224451702.00
85000000.00,224614744.00
40000000.00,224922135.00
1000000.00,225000000.00
10000000.00,225925989.00
50000000.00,225990976.00
80000000.00,226739416.00
25000000.00,226941585.00
44500000.00,227140757.00
120000000.00,227163273.00
1000000.00,227241.00
15000000.00,227740463.00
42000000.00,227793915.00
34000000.00,228104185.00
175000000.00,228190365.00
27000000.00,228517113.00
30000000.00,228641283.00
144000000.00,229008658.00
110000000.00,229155503.00
750000.00,229250.00
18000000.00,229311.00
20000000.00,229375361.00
120000000.00,229545589.00
11000000.00,229653.00
43000000.00,229727774.00
13000000.00,23014027.00
5000000.00,23047939.00
12000000.00,23059379.00
2500000.00,23085599.00
22000000.00,23134075.00
150000.00,23151277.00
6000000.00,23169837.00
1200000.00,23182223.00
20000000.00,23187506.00
25000000.00,23190292.00
2000000.00,23236296.00
50000000.00,23237252.00
3000000.00,23251930.00
1800000.00,23265132.00
2100000.00,23266821.00
1700000.00,23271741.00
8500000.00,23311293.00
26000000.00,23345113.00
4900000.00,23347461.00
30000000.00,23353111.00
36000000.00,23360779.00
12500000.00,23367586.00
18000000.00,23380203.00
7000000.00,23393939.00
4500000.00,23471871.00
12000000.00,23477345.00
25000000.00,23506237.00
5000000.00,23551286.00
50000000.00,23574057.00
10000000.00,23591043.00
2800000.00,23591783.00
2100000.00,23600000.00
600000.00,23616.00
20000000.00,23661038.00
30000000.00,23676771.00
3800000.00,23689877.00
12000000.00,23693646.00
46500000.00,23726626.00
17000000.00,23734486.00
5000000.00,23745772.00
658000.00,23800000.00
18000000.00,23889158.00
250000.00,23894000.00
18000000.00,23910210.00
92000000.00,23911362.00
30000000.00,23998226.00
500000.00,230362.00
7000000.00,231450102.00
35000000.00,231710008.00
25000000.00,231771716.00
30000000.00,231928227.00
112000000.00,232017848.00
65000000.00,232585748.00
103300000.00,232643008.00
65000000.00,233700000.00
79000.00,234286.00
100000000.00,234400000.00
12000000.00,234723148.00
25000000.00,234981342.00
90000000.00,235900000.00
76000000.00,236410607.00
21000000.00,236412453.00
33000000.00,236500000.00
50000000.00,236799211.00
200000.00,236806.00
100000000.00,236827677.00
1500000.00,236863.00
80000000.00,237370350.00
82500000.00,237685089.00
24000000.00,237814327.00
250000.00,237816.00
50000000.00,238059569.00
30000000.00,238099711.00
150000000.00,238202668.00
125000000.00,238317814.00
97000000.00,238521247.00
60000000.00,238524556.00
90000000.00,239373970.00
16400000.00,239500000.00
14000000.00,239606210.00
70000000.00,239814025.00
4700000.00,239962.00
13000000.00,24001573.00
7800000.00,24021282.00
11900000.00,24041617.00
1100000.00,24062965.00
6500000.00,24103594.00
60000000.00,24148488.00
11000000.00,24150550.00
32500000.00,24159934.00
40000000.00,24172899.00
25000000.00,24215385.00
25000000.00,24355762.00
15000000.00,24403192.00
35000000.00,24405825.00
2000000.00,24407647.00
21500000.00,24419219.00
800000.00,24426169.00
8000000.00,24474312.00
24000000.00,24474463.00
23000000.00,24489150.00
2000000.00,24492698.00
38000000.00,24515990.00
38000000.00,24555177.00
3400000.00,24564100.00
25000000.00,24591031.00
3000000.00,24600000.00
2000000.00,24600832.00
10000000.00,24660323.00
35000000.00,24687524.00
29000000.00,24716190.00
17000000.00,24719879.00
12000000.00,24761360.00
8300000.00,24906717.00
18000000.00,24911670.00
6000000.00,24949812.00
5500000.00,24956.00
15000000.00,240025.00
1500000.00,240396.00
6000.00,240495.00
65000000.00,240647629.00
125000000.00,240759682.00
80000000.00,241200000.00
50000000.00,241504989.00
10000000.00,241719.00
3000000.00,242623.00
8000000.00,242788.00
4500000.00,242895809.00
120000000.00,242981799.00
45000000.00,243180937.00
100000000.00,243388614.00
30000.00,243768.00
90000000.00,244041804.00
40000000.00,244088654.00
10000000.00,244465.00
137000000.00,245031679.00
35000000.00,245300000.00
135000000.00,245328374.00
135000000.00,245724600.00
41000000.00,245768384.00
80000000.00,245800000.00
30000000.00,246100000.00
200000000.00,246356895.00
16000000.00,246400000.00
20000000.00,246999039.00
80000000.00,247023808.00
16000000.00,247474497.00
10000000.00,247565.00
1100000.00,247740.00
60000000.00,247812011.00
73243106.00,248099143.00
10000000.00,248133.00
48000000.00,248218486.00
45000000.00,248282570.00
600000.00,248300000.00
100000000.00,249488115.00
90000000.00,249517956.00
7000000.00,25000000.00
200000.00,25000000.00
14000000.00,25011000.00
2883848.00,25019542.00
5000000.00,25032000.00
22000000.00,25044057.00
